Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_15_266.jpg;0;1;0;1.522094;100.7601;83.3694;0.7640182;304.2256;0.3781348
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_15_316.jpg;0;1;0;1.566404;100.8153;83.28763;1.033225;304.2092;0.1810682
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_15_366.jpg;0;1;0;1.596856;100.8528;83.23185;1.208153;304.1948;0.03866811
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_15_416.jpg;0;1;0;1.641593;100.911;83.1491;1.363974;304.2248;359.9615
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_15_466.jpg;0;1;0;1.667397;100.9496;83.09529;1.317472;304.2349;-0.005105421
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_15_516.jpg;0;1;0;1.728373;101.0074;83.01065;1.245289;304.1673;-0.0007285477
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_15_566.jpg;0;1;0;1.757945;101.0467;82.9524;1.22557;304.1567;-0.0007365215
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_15_616.jpg;0;1;0;1.802334;101.1072;82.86256;1.23333;304.146;-0.0006175548
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_15_666.jpg;0;1;0;1.831936;101.1486;82.80111;1.25978;304.1387;-0.0006561236
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_15_716.jpg;0;1;0;1.875215;101.2119;82.70702;1.30451;304.127;-0.001107391
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_15_767.jpg;0;1;0;1.905951;101.2547;82.64328;1.31631;304.1191;-0.001190074
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_15_816.jpg;0;1;0;1.952066;101.3199;82.54615;1.30624;304.1069;-0.001154122
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_15_867.jpg;0;1;0;1.982614;101.3642;82.48019;1.293301;304.0989;-0.0007277338
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_15_916.jpg;0;1;0;2.027498;101.4321;82.37904;1.297231;304.084;-0.001120011
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_15_967.jpg;0;1;0;2.057155;101.4782;82.31033;1.303782;304.0759;-0.001158924
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_16_016.jpg;0;1;0;2.101837;101.5484;82.20556;1.304338;304.0664;-0.001198608
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_16_066.jpg;0;1;0;2.131633;101.5961;82.13444;1.305063;304.0574;-0.001184838
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_16_115.jpg;0;1;0;2.175759;101.6689;82.02583;1.311614;304.0459;-0.001216813
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_16_166.jpg;0;1;0;2.204588;101.7181;81.95227;1.311746;304.0391;-0.001201281
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_16_216.jpg;-0.7508254;1;0;2.249305;101.7933;81.83995;1.317268;304.0129;-0.001219511
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_16_267.jpg;-3.000196;0.9516459;0;2.277808;101.8435;81.76357;1.31497;303.8674;-0.0003269747
